sentiment,review
positive,fyndin vitleysa. spennandi. góð blanda hún var eiginlega jafn fyndin og hún var spennandi. gaman að sjá þetta new girl duo fíflast.
positive,"spennandi mynd. meiri spæjaramynd heldur en hasarmynd. ég bjóst við aðeins meiri keyrslu, hún var nokkuð hæg á köflum. flott s stemning yfir myndinni. fínir leikarar. mjög gaman að sjá ólaf darra, þó að þetta var ekki stórt hlutverk hjá honum."
positive,klassísk mynd. ennþá mjög fyndin. algjör vitleysa.   sá þessa í bílabíói hluti af riff.
positive,áhugaverð mynd byggð á sannsögulegum atburðum. spennandi.
positive,"rosaleg mynd! spennandi. brútal. denzel er grjótfknharður! vel gerð mynd  hún náði góðu flugi, hreyf mann alveg með sér. persóna denzel var smá svona jack bauer, james bond, jason bourne, onemanarmy..."
positive,"spennandi mynd. flottar tæknibrellur. ekta luc besson bílaeltingaleikir. áhugaverðar pælingar varðandi hvað viðheilinn getum gert, hvað er mögulegt. frekar stutt  fannst kannski eitthvað vanta til að gera myndina heilstæðari, endirinn var nokkuð snubbóttur.    við sáum þessa mynd í new york. í amc bíóinu við times square."
positive,"drama. lífið. fyndin inn á milli. fínasta mynd, nokkur mjög fín atriði, en ekki eins góð og garden state. alls konar fólk að finna sig í lífinu. gaman að sjá bíómynd sem maður hjálpaði með að fjármagna að vissu leyti ;"
positive,spennandi. brútal. fullt af fínum leikurum. flott íslensk actionmynd.
positive,"rosalega spennandi mynd. mjög áhugaverð saga  greip mann algjörlega. skemmtilega öðruvísifrumleg. tónlistin hjá trent reznor og atticus ross passaði vel við  spooky, drungaleg, tense. topp eintak af kvikmynd. mér fannst áhugavert að sjá að reese witherspoon var ein af framleiðendunum."
positive,skemmtileg mynd. hugljúf. fín tónlist.
positive,"flott mynd. spennandi. fullt af fínum leikurum. ég var að fíla vélmennin  skemmtilegar persónur : mér fannst nice touch að hafa alltaf þögn í geimnum af því að þar heyrist ekkert hljóð  bara tónlist með þannig skotum.    djúpar og áhugaverðar pælingar og kenningar varðandi ormagöng, svarthol, margar víddir, afstæðiskenninguna, tíma og rúm... myndin er mjög löng, en hún var ekki langdregin  fín saga.   það hafði smá áhrif á upplifunina að við sátum á fremsta bekk :p    team growth space mission"
positive,mjög fyndin vitleysa. rosalega mikil vitleysa. fullt af vísunum í fyrstu myndina. bill murray leikur skemmtilegt aukahlutverk.  það er skemmtilegt auka atriði crazy credits eftir allan credit listann.
positive,mjög spennandi mynd. flott mynd leit vel út. drama. action. áhugaverð saga. hlakka til að sjá síðustu myndina.
positive,mjög spennandi mynd. góður thriller. jake gyllenhaal var brjálæðislega creepy og siðferðislega blindur. áhugaverð saga.
negative,"mikið af slapstick húmor fólk að meiða sig og önnur fíflalæti. stundum of kjánalegt, of mikil fíflalæti... stundum var þetta aðeins of random. enginn stórleikur í gangi. en alveg hægt að hlægja að sumum atriðunum og gaman að vera búinn að sjá þessa mynd sem svo margir tala um."
positive,"áhugaverður heimur. nokkrar áhugaverðarsérstakar persónur karakterar. áhugaverð saga. spennandi. en stundum var flæðiðhandritið ekki alveg nógu gott, smá random, eins og það vantaði eitthvað. mikið ofbeldi. gaman að sjá tómas lemarquis í smá hlutverki. suðurkóresk mynd byggð á franskri myndasögu, tekin upp í tékklandi og austurríki  skemmtileg blanda :"
positive,fyndin vitleysa. spennandi. fínasta afþreying.
positive,"mjög flott mynd. spennandi. magnaðir bardagar. magnaðar landslagsmyndatökur. magnaður ævintýraheimur. já, sem sagt mögnuð mynd : nokkrir skemmtilegir bardagar sem mér fannst vera í smá mortal kombat stíl."
positive,"spennandi mynd. fínasta action. svipuð mynd og hinar taken myndirnar  eltingaleikur, vondir kallar og liam neeson að fokka upp fólki. fínasta afþreying. töff tónlist. handritið hefði getað verið betra. þeir sem fíla ekki ótrúverðugar myndir gætu þurft að forðast þessa ;"
positive,virkilega flott og vel gerð mynd. spennandi. dramatísk. tilfinningarík. áhugaverð saga  sérstaklega þar sem þetta er byggt á sannsögulegum atburðum. enn ein kvikmyndin sem sýnir hvað stríð eru hræðileg og eyðileggja fólk og fjölskyldur þeirra á margan máta. drone sjónarhornin minntu mig smá á wikileaks myndina collateral murder.
negative,krúttleg og skondin. smá skrýtin á köflum. handritið hefði getað verið betra.
positive,mjög fyndin vitleysa. fullt af sprenghlægilegum atriðum. skrautlegar persónur. topp afþreying. gaman að sjá ijustine í smá hlutverki.
positive,"töff mynd. spennandi. flott action atriði. gott grín inn á milli. fullt af fínum leikurum. meira að segja mark hamill, sem ég þekkti ekki í gervinu sínu. ég væri alveg til í að sjá framhald af þessari mynd."
positive,skemmtileg mynd. hugljúf. áhugaverð saga og sniðugar tengingar við samfélagsmiðla. road trip hlutinn var einna skemmtilegastur.
positive,töff mynd. spennandi. gott action. töff tónlist. fullt af fínum leikurum í minni hlutverkum. töff hvernig textinn fyrir rússneskuna subtitles var birtur. áhugavert að sjá að eva longoria var ein af framleiðendunum. svo sá ég ccp games í special thanks to  það var víst verið að spila leikinn eve: legion í myndinni. ágætt vörulaum :
negative,"algjör vitleysa. var ekki með miklar væntingar og þessi mynd var nokkurn veginn eins og ég bjóst við, s.s. ekki topp gæði. alveg fyndin á köflum. allt í lagi afþreying. adam scott var eiginlega besturferskastur."
positive,fyndin vitleysa. eldist ágætlega. allir klassísku gaurarnir í sandler genginu.
positive,spennandi. að einhverju leyti týpískur s thriller. fór aðeins að stúdera credit listann og það er sorglegt að báðar stelpurnar leikkonurnar dóu ungar.
positive,"mjög fyndin vitleysa. will ferrell er snillingur. kevin hart var líka fyndinn. að vissu leyti klassísk will ferrell og adam mckay gary sanchez productions mynd  sem sagt, fínasta afþreying."
positive,virkilega fín og skemmtileg mynd. spennandi og fyndin.
positive,þetta eru skemmtilega klikkaðar og ótrúlegar myndir : flott myndataka. töff action atriði. spennandi. nóg af bad ass fólki og bad ass oneliners. fínasta afþreying. skemmtilegt að horfa á svona mynd á selfossi ;
positive,mjög spennandi mynd. hörku hasar. fullt af fínum leikurum. ég var að fíla ágætlega persónuna sem common lék  kom ferskur inn. eitthvað hráttold school við stemninguna  að vissu leyti er þetta saga sem hefði getað gerst fyrir  árum.
positive,risastór action mynd. fullt af mjög flottum atriðum  tæknibrellur to the max. mjög fyndin á köflum. spennandi. marvel heimurinn er áhugaverður  maður er alltaf til í fleiri marvel myndir.
positive,"áhugavert að horfa á svona gamlar, klassískar myndir. sjá þekkta leikara þegar þeir voru ungiryngri. ýmis skemmtileg atriði. pælingar með að finna sig í lífinu, hvað gleður mann. drama. svolítið þung í lokinn."
positive,hörku hasarmynd. stór og flott action atriði. mjög spennandi. mikið sjónarspil. skemmtilega klikkuð mynd. ég tók eftir þegar ég var að skoða imdb að stór hluti af leikurunum eru frá ástralíu. áhugavert. viðeigandi.
positive,"algjör snilld! sprenghlægileg mynd. svo góð blanda: action, spenna, grín og vitleysa. fullt af fínum leikurum. melissa mccarthy er algjör snillingur. jason statham lék líka óvenju fyndinn karakter."
positive,skemmtileg vitleysa. spennandi. fyndin. góð afþreying.
positive,mjög spennandi. áhugaverð plot twists og cons.
positive,rosaleg stórslysamynd! endalaus eyðilegging. spennandi. gott action. tæknibrellur fyrir allan peninginn.
positive,fyndin vitleysa. persónan sem dave franco lék var mjög góð. fínasta afþreying. betri en ég bjóst við bjóst ekki við miklu.
positive,algjör vitleysa. fyndin vitleysa. steiktur húmor eins og við mátti búast. ekta seth macfarlanefamily guy húmor.
positive,spennandi. gott action. góður húmor inn á milli. arnold schwarzenegger er ennþá meðetta.
positive,virkilega spennandi mynd! svakalegt action. ótrúlegar tæknibrellur. gott stöff. gaman að þeir endurvöktu þetta franchise  hlakka til að sjá fleiri myndir :
positive,virkilega fín mynd. spennandi. góðir leikarar. mögnuð og sorgleg saga.
positive,skemmtileg og fyndin mynd.
positive,"mjög fyndin mynd. meiri húmor en í öðrum marvel myndum. enda eru handritshöfundarnir edgar wright og adam mckay þekktir fyrir góðar grínmyndir. spennandi mynd. fínasta action. flottar tæknibrellur. minnti mig smá á honey, i shrunk the kids ; fyndið að sjá wood harris avon barksdale í the wire leika löggu."
positive,skemmtileg mynd. fyndin. spennandi. skemmtilega kjánaleg silly.
positive,"mjög spennandi mynd. gott action  fullt af töff atriðum. góður húmor líka. mission: impossible myndirnar eru alltaf skemmtilegar. gaman af svona ævintýrum sem ganga upp á ótrúverðugan máta  svipað og hjá frændum ethan hunt; james bond, jason bourne og jack bauer."
positive,bull og vitleysa. mjög fyndin vitleysa. slatti af góðum aukaleikurum í litlum og skemmtilegum hlutverkum. betri mynd en ég bjóst við var ekki með neinar svakalegar væntingar.
positive,sprenghlægileg vitleysa. eiginlega vitleysa í gegn allan tímann  og það gekk alveg upp.
negative,ágætis mynd. krúttlegt lífsdrama fólk að finna sig í lífinu. fínir leikarar.
positive,skemmtileg mynd. smá family friendly action. fínasta afþreying. eldist ágætlega. lesliehalliwell
positive,töff mynd. spennandi. fínasta action. gaman af svona persónum með sérstaka eiginleika og ofurkrafta.
positive,virkilega spennandi mynd. rosalega intense! maður var alveg á taugum á köflum. nokkuð brútal ofbeldi.
positive,góð mynd. mjög áhugaverð saga. þeir náðu að finna leikara sem eru ágætlega líkir n.w.a. crewinu. myndin var nokkuð lengri en ég bjóst við. nóg af góðri tónlist :
positive,fyndin. sillykjánalegvitleysa. áhugavert conceptplot. smá þurrvandræðalegur húmor eins og í flights of the conchords. vantaði smá upp á sögunahandritið til að gera þetta að betri kvikmynd.
positive,drama um lífið með léttum húmor inn á milli.
positive,mögnuð mynd. mjög spennandi og dramatísk. flottir leikarar. ingvar e. sigurðsson fékk fleiri línur og meiri tjaldtíma en ég bjóst við  stóð sig vel. charlotte bving sást líka bregða fyrir. þegar ég var að skoða credit listann eins og maður gerir sá ég að stormur jón kormákur baltasarsson lék líka lítið hlutverk.   magnað landslag  fullt af flottum skotum. gaman að sjá að það var hellingur af íslendingum sem unnu í tæknibrellunum og einn var m.a.s. visual effects supervisor.
positive,létt og skemmtileg mynd. fínir leikarar. gaman að sjá robert de niro æfa sig fyrir framan spegil aftur  veit ekki hvort þetta átti að vera vísun í taxi driver. startup vinkillinn var áhugaverður.
positive,rosaleg mynd! virkilega spennandi. hélt manni á tánum eiginlega alveg frá byrjun. tónlistin hafði helling með það að segja  vel gert hjá jóhanni jóhannssyni. intense stemning. dark. þessi mynd og sjónvarpsþættirnir narcos gefa mjög skuggalega sýn á suðurameríku og eiturlyfjabransann. flott myndataka  nokkur sérstaklega töff skot.
positive,fín teiknimynd. en mér fannst húmorinn vera barnalegri en í disneypixar myndum. krakkarnir í salnum virtust alveg vera að fíla þetta. þetta hefði hugsanlega verið skemmtilegra fyrir mig ef maður hefði horft á útgáfuna með ensku tali.   p.s. við birna vorum s.s. að passa frænda hennar ;
negative,mikið um kjánalega brandara sem voru ekki alveg að fljúga  en stundum var þetta komið í hringi þannig að maður hló að því hvað þetta var kjánalegt. handritið og sagan voru ekki eins góð og í fyrstu myndinni. leikararnir voru ekki að gera neina frábæra hluti. ágætir söngvarar þarna og oh happy day var nokkuð catchy. lesliehalliwell
positive,"mjög góð mynd. áhugaverð saga, flott myndataka og góðir leikarar. spennandi. áhugaverðar pælingar varðandi geimvísindi, hvað er mögulegt og framtíðina í geimferðum."
positive,rosaleg hrollvekja! ???? ég var stressborðandi poppið mitt á fullu. virkilega creepy mynd. spennandistressandi  algjör adrenalín rússíbani. góðir leikarar. mjög flott og myndræn kvikmynd  eins og við má búast frá guillermo del toro.
positive,klikkaðir tvíburar  tom hardy stóð sig mjög vel við að leika þá báða. brútal mynd. áhugaverð saga. old school gangster mynd alveg í gegn  ofbeldi og drama.
positive,"góð mynd. spennandi. mjög áhugaverð saga. gaman af svona disruption sögum  fólk sem er óhrætt við að prófa eitthvað nýtt, brjóta upp gamla kerfið."
positive,"töff mynd. mjög spennandi. klassískur bond með húmor, action, stelpuna og vonda kallinn. svo má ekki gleyma exótískum stöðum og flottum arkitektúr. þau virðast vera að gera söguna dýpri og flóknari  tengja allar daniel craig myndirnar saman."
positive,mjög spennandi mynd. gott action. töff brellur. áhugaverð saga  ágætis endir á þessu öllu saman.
negative,"fyndin mynd. mikið bull og vitleysa. stundum of mikið bull og of kjánaleg. frekar löng  mín.  hefði kannski komið betur út ef hún hefði verið styttri, meiri keyrsla. myndin datt í meira lífsdrama og rómantískt drama í seinni helmingnum. ég bjóst við aðeins betri mynd, aðeins fyndnari mynd. mér fannst áhugavert að sjá tilda swinton í sínu dulargervi."
